833;APRONAX;125 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;20/09/2012 12:00:00 a.m.;N12972;BAYER;ACT
834;APRONAX;100 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;10;08/12/2012 12:00:00 a.m.;N16559;BAYER;ACT
835;APRONAX;275 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;200;14/06/2017 12:00:00 a.m.;N12845;BAYER;ACT
836;APRONAX;550 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;09/02/2019 12:00:00 a.m.;N25562;BAYER;ACT
837;APRONAX;550 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;120;09/02/2019 12:00:00 a.m.;N25562;BAYER;ACT
839;APRONAX;275 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;14/06/2017 12:00:00 a.m.;N12845;BAYER;ACT
844;APROXIL;550 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;09/06/2020 12:00:00 a.m.;N19675;BIOS PERU;ACT
848;APTEN;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;10;04/04/2021 12:00:00 a.m.;N22453;INFERMED;ACT
849;APTEN;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;50;04/04/2021 12:00:00 a.m.;N22453;INFERMED;ACT
850;APTEN;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;04/04/2021 12:00:00 a.m.;N22453;INFERMED;ACT
866;AQUANAX;0.90%;Solución para Nebulización;AEROSOL;Frasco X 15 mL;1;11/12/2021 12:00:00 a.m.;N23082;ELIFARMA;ACT
867;AQUASOL A;;Crema;CREMA;Caja Tubo x 29 g;1;06/05/2022 12:00:00 a.m.;N3100;FARMINDUSTRIA;ACT
874;ARAPLUS;150 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;29/12/2018 12:00:00 a.m.;E21367;BIOTOSCANA;ACT
882;ARCOLANE;2%;Champú;CHAMPU;Frasco X 100 mL;1;21/05/2019 12:00:00 a.m.;E11841;QUIMICA SUIZA;ACT
896;ARIXTRA;5 mg/0.4 mL;Solución Inyectable;INYECTABLE;Caja Jeringa prellenada X 0.4 mL;2;03/07/2021 12:00:00 a.m.;E18547;ASPEN;ACT
898;ARLETTE 28;0.075 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;1;14/01/2019 12:00:00 a.m.;E16135;FARMINDUSTRIA;ACT
902;AROVIT;50000 UI;Grageas;TABLETA;Caja Grageas;30;23/08/2020 12:00:00 a.m.;E17579;BAYER;ACT
904;ARTANBIX;100 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;13/03/2019 12:00:00 a.m.;N25624;VITA PHARMA;ACT
910;ARTICOX;200 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;14/02/2017 12:00:00 a.m.;N23255;VITA PHARMA;ACT
954;ARTIX;400 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;10;25/10/2009 12:00:00 a.m.;N21435;FARMINDUSTRIA;ACT
955;ARTIX;400 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;50;25/10/2009 12:00:00 a.m.;N21435;FARMINDUSTRIA;ACT
957;ARTRAIT;10 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;10;21/01/2019 12:00:00 a.m.;E21460;PERULAB;ACT
958;ARTRAIT;15 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;4;26/11/2018 12:00:00 a.m.;E21262;PERULAB;ACT
970;ARTRIXIB;200 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;50;22/01/2019 12:00:00 a.m.;N25498;INTIPHARMA;ACT
975;ASEP PLUS;10%;Solución Tópica;AEROSOL;Frasco X 60 mL;1;03/07/2021 12:00:00 a.m.;N22659;ELIFARMA;ACT
976;ASEP PLUS;10%;Solución Tópica;AEROSOL;Frasco X 120 mL;1;03/07/2021 12:00:00 a.m.;N22659;ELIFARMA;ACT
987;ASSA 81;81 mg;Tableta Recubierta de Liberación Prolongada;TABLETA;Caja Envase Blister Tabletas;30;18/01/2019 12:00:00 a.m.;N19150;FARMINDUSTRIA;ACT
988;ASSA 81;81 mg;Tableta Recubierta de Liberación Prolongada;TABLETA;Caja Envase Blister Tabletas;100;18/01/2019 12:00:00 a.m.;N19150;FARMINDUSTRIA;ACT
1003;ATACAND;32 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;14;13/11/2012 12:00:00 a.m.;E19969;ASTRAZENECA;ACT
1004;ATACAND;32 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;28;13/11/2012 12:00:00 a.m.;E19969;ASTRAZENECA;ACT
1005;ATACAND PLUS;16 mg + 12.5 mg;Comprimido;TABLETA;Caja Envase Blister Tabletas;14;03/09/2019 12:00:00 a.m.;E16715;ASTRAZENECA;ACT
1006;ATACAND PLUS;16 mg + 12.5 mg;Comprimido;TABLETA;Caja Envase Blister Tabletas;28;03/09/2019 12:00:00 a.m.;E16715;ASTRAZENECA;ACT
1048;ATORVAST;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;29/11/2016 12:00:00 a.m.;N23056;MEDROCK;ACT
1054;ATORVASTATINA;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;20;08/03/2017 12:00:00 a.m.;NG3250;INDUQUIMICA;ACT
1067;ATORVASTATINA;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;17/03/2019 12:00:00 a.m.;NG4273;TEVA;ACT
1068;ATORVASTATINA;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;17/03/2019 12:00:00 a.m.;NG4270;TEVA;ACT
1069;ATORVASTATINA;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;01/12/2016 12:00:00 a.m.;NG5161;NATURGEN;ACT
1070;ATORVASTATINA;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;01/12/2016 12:00:00 a.m.;NG5162;NATURGEN;ACT
1073;ATORVASTATINA;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;21/04/2019 12:00:00 a.m.;EG6163;PHARMACHECK;ACT
1074;ATORVASTATINA;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;08/04/2019 12:00:00 a.m.;EG6155;PHARMACHECK;ACT
1075;ATORVASTATINA;40 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;14/05/2019 12:00:00 a.m.;EG6174;PHARMACHECK;ACT
1091;ATROPINA SULFATO;1%;Solución Oftálmica;SOLUCION OFTALMICA;Frasco X 5 mL;1;20/07/2012 12:00:00 a.m.;NG5375;LANSIER;ACT
1100;AUDAL NF;;Solución Otica;SOLUCION OTICA;Frasco X 10 mL;1;08/01/2012 12:00:00 a.m.;N18650;QUIMICA SUIZA;ACT
1112;AUXXIL;0.75 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;2;04/11/2018 12:00:00 a.m.;E21188;TEVA;ACT
1132;AVAN;80 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;30;15/01/2012 12:00:00 a.m.;N23174;FARMINDUSTRIA;ACT
1133;AVAN;160 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;30;17/01/2017 12:00:00 a.m.;N23181;FARMINDUSTRIA;ACT
1135;AVAN HCT;80 mg + 12.5 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;30;03/05/2012 12:00:00 a.m.;N23467;FARMINDUSTRIA;ACT
1136;AVAN HCT;160 mg + 12.5 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;30;23/04/2012 12:00:00 a.m.;N23444;FARMINDUSTRIA;ACT
1145;AVASTIN;100 mg/4 mL;Concentrado para Solución para Perfusión;INYECTABLE;Vial;1;04/02/2018 12:00:00 a.m.;BE00472;ROCHE;ACT
1146;AVASTIN;400 mg/16 mL;Concentrado para Solución para Perfusión;INYECTABLE;Vial;1;17/01/2018 12:00:00 a.m.;BE00458;ROCHE;ACT
1147;AVAXIM 160;160 U;Suspensión Inyectable;INYECTABLE;Caja Jeringa prellenada X 0.5 mL (1 Dosis);1;26/11/2017 12:00:00 a.m.;BE00443;SANOFI;ACT
1148;AVAXIM PEDIATRICO;80 U;Suspensión Inyectable;INYECTABLE;Caja Jeringa prellenada X 0.5 mL (1 Dosis);1;23/12/2018 12:00:00 a.m.;BE00196;SANOFI;ACT
1153;AVELOX IV;400 mg/250 mL;Solución para Perfusión;INYECTABLE;Frasco X 250 mL;1;27/12/2021 12:00:00 a.m.;E14253;BAYER;ACT
1197;AVIANT;2.5 mg/5 mL;Solución Oral;SOLUCION;Frasco X 60 mL;1;06/07/2017 12:00:00 a.m.;E19537;MERCK SHARP;ACT
1204;AXASOLE;40 mg;Tableta Recubierta de Liberación Prolongada;TABLETA;Caja Envase Blister Tabletas;30;11/06/2019 12:00:00 a.m.;E21758;PHARMACHECK;ACT
1208;AZ OFTENO;0.05%;Solución Oftálmica;SOLUCION OFTALMICA;Envase X 5 mL;1;13/09/2021 12:00:00 a.m.;E18753;OFTALMICOS;ACT
1211;AZATIOPRINA;50 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;24;22/03/2017 12:00:00 a.m.;NG3277;EUROFARMA PERU;ACT
1212;AZESTAN;0.2 mg/mL;Solución Inyectable;INYECTABLE;Caja Vial X 5 mL;1;02/11/2020 12:00:00 a.m.;N22086;AC FARMA;ACT
1227;AZITROLIT;200 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 15mL;1;24/04/2020 12:00:00 a.m.;E12834;TERBOL;ACT
1228;AZITROMAC;500 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;3;20/01/2014 12:00:00 a.m.;N21029;DELFARMA;ACT
1229;AZITROMAC;500 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;20/01/2014 12:00:00 a.m.;N21029;DELFARMA;ACT
1230;AZITROMAC;200 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco x 30 mL;1;12/02/2019 12:00:00 a.m.;N21059;DELFARMA;ACT
1233;AZITROMICINA;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;3;06/03/2021 12:00:00 a.m.;NG2648;INDUQUIMICA;ACT
1241;AZITROMICINA;500 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;3;10/12/2009 12:00:00 a.m.;NG2221;FARMINDUSTRIA;ACT
1242;AZITROMICINA;200 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 15 mL;1;26/01/2020 12:00:00 a.m.;NG2278;FARMINDUSTRIA;ACT
1243;AZITROMICINA;200 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 15 mL;1;20/03/2017 12:00:00 a.m.;NG5257;DELFARMA;ACT
1248;AZITROPHAR;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;60;15/01/2019 12:00:00 a.m.;N25456;PHARMA PERU;ACT
1251;AZO CISTIMICINA FORTE;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;27/01/2014 12:00:00 a.m.;N25515;SHERFARMA;ACT
1255;AZOFLOX;400 mg + 50 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;06/03/2012 12:00:00 a.m.;N20155;HERSIL;ACT
1256;AZOPT;1%;Suspensión Oftálmica;SUSPENSION OFTALMICA;Frasco Gotero X 5 mL;1;28/11/2016 12:00:00 a.m.;E18963;ALCON;ACT
1261;AZTREONAM;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja vial;10;12/11/2018 12:00:00 a.m.;EG4161;VITALIS;ACT
1266;AZYMOL;15 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;15/02/2021 12:00:00 a.m.;E18155;FARMINDUSTRIA;ACT
1270;B VAT;;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;10;02/10/2012 12:00:00 a.m.;E19838;DROPESAC;ACT
1300;BACLODRINT;10 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;20;17/12/2018 12:00:00 a.m.;N25362;DRINTEFA;ACT
1316;BACTRIM;400 mg + 80 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;20;14/04/2020 12:00:00 a.m.;E12813;ROCHE;ACT
1317;BACTRIM;200 mg + 40 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;06/12/2019 12:00:00 a.m.;E7747;ROCHE;ACT
1318;BACTRIM BALSAMICO;200 mg + 40 mg + 50 mg/5 mL;Jarabe;SOLUCION;Frasco X 100 mL;1;22/05/2011 12:00:00 a.m.;E13877;ROCHE;ACT
1320;BACTRIM FORTE;800 mg + 160 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;100;14/04/2020 12:00:00 a.m.;E12808;ROCHE;ACT
1321;BACTRIM FORTE;400 mg + 80 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 100 mL;1;22/12/2019 12:00:00 a.m.;E7786;ROCHE;ACT
1322;BACTROPHAR BALSAMICO;800 mg + 160 mg + 200 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;06/11/2013 12:00:00 a.m.;N25187;PHARMA PERU;ACT
1323;BACTROPHAR FORTE;800 mg + 160 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;10/10/2013 12:00:00 a.m.;N25094;PHARMA PERU;ACT
1325;BAGOFLOX;500 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;04/06/2019 12:00:00 a.m.;E21745;BAGO;ACT
1326;BAGOFLOX;750 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;5;17/06/2019 12:00:00 a.m.;E21765;BAGO;ACT
1347;BANEDIF;;Crema;CREMA;Tubo x 10 g;1;15/04/2020 12:00:00 a.m.;N21708;ANDREU;ACT
1350;BARACLUDE;0.5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;09/12/2020 12:00:00 a.m.;E17918;BMS;ACT
1351;BARACLUDE;1 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;13/12/2020 12:00:00 a.m.;E17931;BMS;ACT
1358;BATROXIN BALSAMICO;800 mg + 160 mg + 200 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;150;28/02/2013 12:00:00 a.m.;N24403;DRONNVELS;ACT
1367;BAYRO I.M.;1 g/2 mL;Solución Inyectable;INYECTABLE;Ampolla X 2 mL;1;19/07/2011 12:00:00 a.m.;E14040;BAYER;ACT
1377;BECLATE HFA;50 µg/Dosis;Aerosol para Inhalación;AEROSOL;Caja Frasco X 150 Dosis;1;11/11/2018 12:00:00 a.m.;E21221;ESKE;ACT
1378;BECLATE HFA;250 µg/Dosis;Aerosol para Inhalación;AEROSOL;Caja Frasco X 150 Dosis;1;07/11/2013 12:00:00 a.m.;E21214;ESKE;ACT
1383;BECLOMETASONA;50 µg/Dosis;Aerosol para Inhalación;AEROSOL;Caja Frasco X 150 Dosis;1;11/05/2020 12:00:00 a.m.;EG4598;LABOT;ACT
1384;BECLOMETASONA;250 µg/Dosis;Aerosol para Inhalación;AEROSOL;Caja Frasco X 150 Dosis;1;16/05/2020 12:00:00 a.m.;EG4601;LABOT;ACT
1385;BECLOMETASONA;250 µg/Dosis;Aerosol para Inhalación;AEROSOL;Envase X 200 Dosis;1;30/06/2020 12:00:00 a.m.;EG4646;TORRES PHARMA;ACT
1405;BENALGIN 1000;;Solución Inyectable;INYECTABLE;Caja Ampolla X 2 mL + Accesorios;1;25/09/2020 12:00:00 a.m.;N19779;LUSA;ACT
1407;BENALGIN 10000;;Solución Inyectable;INYECTABLE;Ampolla X 2 mL + Accesorios;1;22/06/2012 12:00:00 a.m.;N23591;LUSA;ACT
1415;PENICILINA G PROCAINICA;1 000 000 UI;Polvo para Suspensión Inyectable;INYECTABLE;Caja Vial;10;09/01/2018 12:00:00 a.m.;EG5650;LABOT;ACT
1425;BENTOX COMPUESTO;;Jarabe;SOLUCION;Frasco X 100 mL;1;20/05/2013 12:00:00 a.m.;N24621;BRISAFARMA;ACT
1433;BENZETACIL L A;2 400000 UI;Polvo para Suspensión Inyectable;INYECTABLE;Vial;1;24/06/2013 12:00:00 a.m.;E15638;NOVARTIS;ACT
1435;BENZUM;2 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;20;16/08/2019 12:00:00 a.m.;N17569;EUROFARMA PERU;ACT
1436;BENZUM;2 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;16/08/2019 12:00:00 a.m.;N17569;EUROFARMA PERU;ACT
1448;BESCAMIN;100 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;13/07/2017 12:00:00 a.m.;N23632;AC FARMA;ACT
1454;BETACAR;12.5 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;24/07/2013 12:00:00 a.m.;E15732;FARMINDUSTRIA;ACT
1456;BETACORT DEPOT;5 mg + 2 mg;Suspensión Inyectable;INYECTABLE;Caja Jeringa prellenada X 1 mL;1;11/07/2021 12:00:00 a.m.;N18505;MEDIFARMA;ACT
1457;BETACORT;4 mg/mL;Solución Inyectable;INYECTABLE;Ampolla X 1 mL;1;03/10/2016 12:00:00 a.m.;N22900;MEDIFARMA;ACT
1467;BETAMETASONA;0.05%;Crema;CREMA;Tubo X 20 g;1;14/02/2021 12:00:00 a.m.;NG2631;QUIMICA SUIZA;ACT
1475;BETAMYCOL;;Crema;CREMA;Caja Tubo X 10 g;1;16/11/2011 12:00:00 a.m.;N23020;QUILLA PHARMA;ACT
1477;BETAPLUSS;0.05%;Crema;CREMA;Caja Tubo X 20 g;1;02/12/2013 12:00:00 a.m.;N20961;PORTUGAL;ACT
1484;BETASPORINA;500 mg;Polvo para Solución Inyectable;INYECTABLE;Vial;1;03/02/2019 12:00:00 a.m.;E7313;PHARBAL;ACT
1485;BETASPORINA;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Solvente X 10 mL;1;30/12/2018 12:00:00 a.m.;E7279;PHARBAL;ACT
1494;BETRAPONE;500 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;120;14/11/2017 12:00:00 a.m.;N24047;AC FARMA;ACT
1495;BEXX;7.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;10;26/08/2020 12:00:00 a.m.;N21930;FARMINDUSTRIA;ACT
1496;BEXX;7.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;50;26/08/2020 12:00:00 a.m.;N21930;FARMINDUSTRIA;ACT
1497;BEXX;7.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;26/08/2020 12:00:00 a.m.;N21930;FARMINDUSTRIA;ACT
1498;BEXX;15 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;10;31/08/2020 12:00:00 a.m.;N21931;FARMINDUSTRIA;ACT
1499;BEXX;15 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;50;31/08/2020 12:00:00 a.m.;N21931;FARMINDUSTRIA;ACT
1500;BEXX;15 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;31/08/2020 12:00:00 a.m.;N21931;FARMINDUSTRIA;ACT
1506;BIAFINE EMULSION;0.67 g;EMULSION TOPICA;EMULSION;Caja Tubo X 93 g;1;08/02/2017 12:00:00 a.m.;E19139;WORLD PHARMA;ACT
1507;BIANOS;500 mg/18 mL;Suspensión Oral;SUSPENSION;Frasco X 18 mL;1;11/11/2009 12:00:00 a.m.;E12289;UNIMED;ACT
1508;BIANOS;750 mg/18 mL;Suspensión Oral;SUSPENSION;Frasco X 18 mL;1;11/11/2009 12:00:00 a.m.;E12290;UNIMED;ACT
1537;BICALUTAMIDA;150 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;28;21/06/2020 12:00:00 a.m.;NG4684;AC FARMA;ACT
1542;BICARBONATO DE SODIO;8.40%;Solución Inyectable;INYECTABLE;Caja Ampolla x 20 mL;50;09/08/2021 12:00:00 a.m.;EG1807;SANDERSON;ACT
1544;BICARSODIO;8.40%;Solución Inyectable;INYECTABLE;Caja Ampolla x 20 mL;25;14/09/2019 12:00:00 a.m.;N12562;MEDIFARMA;ACT
1545;BIDIMEFOR;500 mg + 2.5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;27/12/2019 12:00:00 a.m.;N21496;ALBIS;ACT
1546;BIDIMEFOR;500 mg + 5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;24/06/2020 12:00:00 a.m.;N21843;ALBIS;ACT
1548;BIFILAC;;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;10;02/10/2017 12:00:00 a.m.;BE00437;ESKE;ACT
1566;FLORIL OFFICE;0.05%;Solución Oftálmica;SOLUCION OFTALMICA;Frasco X 15 mL;1;09/06/2014 12:00:00 a.m.;N25782;LANSIER;ACT
1594;BIOTONUS;2.5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;10;08/03/2019 12:00:00 a.m.;N21100;FARMINDUSTRIA;ACT
1595;BIOTONUS;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;20;02/03/2019 12:00:00 a.m.;N21091;FARMINDUSTRIA;ACT
1607;BISMOSAN;87.33 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 150 mL;1;19/07/2021 12:00:00 a.m.;N22703;ROXFARMA;ACT
1608;BISMUCAR ORAL SABOR A FRESA;87.33 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 340 mL;1;15/02/2020 12:00:00 a.m.;N21570;EUROFARMA PERU;ACT
1609;BISMUCAR ORAL SABOR A FRESA;87.33 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 150 mL;1;15/02/2020 12:00:00 a.m.;N21570;EUROFARMA PERU;ACT
1666;BLOTRIL;5 mg + 10 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;20;17/10/2020 12:00:00 a.m.;N22040;FARMINDUSTRIA;ACT
1667;BLOTRIL;5 mg + 20 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;20;12/10/2020 12:00:00 a.m.;N22028;FARMINDUSTRIA;ACT
1668;BLOTRIL;10 mg + 20 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;20;13/10/2020 12:00:00 a.m.;N22035;FARMINDUSTRIA;ACT
1672;BLOX D;8 mg + 12.5 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;06/01/2020 12:00:00 a.m.;E16974;FARMAVAL;ACT
1673;BLOX D;16 mg + 12.5 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;27/12/2019 12:00:00 a.m.;E16967;FARMAVAL;ACT
1674;BLOX D;32 mg + 12.5 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;07/02/2020 12:00:00 a.m.;E17081;FARMAVAL;ACT
1698;BONDRONAT;6 mg/6 mL;POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION;INYECTABLE;Caja Vial X 6 mL;1;18/08/2019 12:00:00 a.m.;E16678;ROCHE;ACT
1701;BONVIVA;3 mg/3 mL;Solución Inyectable;INYECTABLE;Ampolla X 3 mL;1;31/01/2022 12:00:00 a.m.;E19123;ROCHE;ACT
1702;BONVIVA;150 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;1;21/09/2020 12:00:00 a.m.;E17635;ROCHE;ACT
1704;BOROSAN SUPER PLUS;78.70%;Granulos para Solución Oral;GRANULOS;Sobre x 2g;10;26/11/2013 12:00:00 a.m.;E21265;FARMACEUTICA CONTINENTAL;ACT
1710;BRIMODIN;100 mg;Granulos de Liberación Prolongada;GRANULOS;Caja Sobre x 1 g;30;06/05/2019 12:00:00 a.m.;N25713;IQ FARMA;ACT
1713;BRIXONAX 550;550 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;01/12/2016 12:00:00 a.m.;N23063;DRONNVELS;ACT
1714;BRIXONAX 550;550 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;120;01/12/2016 12:00:00 a.m.;N23063;DRONNVELS;ACT
1715;BROLUKAT;4 mg;Comprimido Masticable;TABLETA;Caja Envase Blíster Comprimidos;10;27/09/2014 12:00:00 a.m.;E16786;FARMINDUSTRIA;ACT
1716;BROLUKAT;4 mg;Comprimido Masticable;TABLETA;Caja Envase Blíster Comprimidos;30;27/09/2014 12:00:00 a.m.;E16786;FARMINDUSTRIA;ACT
1717;BROLUKAT;5 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;10;07/10/2014 12:00:00 a.m.;E16811;FARMINDUSTRIA;ACT
1718;BROLUKAT;5 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;07/10/2014 12:00:00 a.m.;E16811;FARMINDUSTRIA;ACT
1719;BROLUKAT;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;10;27/09/2019 12:00:00 a.m.;E16787;FARMINDUSTRIA;ACT
1720;BROLUKAT;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;27/09/2019 12:00:00 a.m.;E16787;FARMINDUSTRIA;ACT
1725;BROMAZEPAM;3 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;22/04/2012 12:00:00 a.m.;NG1577;TEVA;ACT
1726;BROMEXILINA;500 mg + 8 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;12/11/2013 12:00:00 a.m.;N20938;LUSA;ACT
1727;BROMEXILINA;250 mg + 4 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 100 mL;1;11/11/2018 12:00:00 a.m.;N20935;LUSA;ACT
1731;BROMOCRIPTINA;2.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;08/03/2021 12:00:00 a.m.;NG4871;FARMINDUSTRIA;ACT
1734;BROMURO DE IPRATROPIO;20 µg/Dosis;Aerosol para Inhalación;AEROSOL;Envase Aerosol X 200 Dosis;1;14/11/2017 12:00:00 a.m.;EG5585;LABOT;ACT
1736;BRONCHO VAXOM NIÑOS;;Polvo Oral;POLVO;Sobre X 240 mg;10;20/03/2019 12:00:00 a.m.;BE00592;OM PHARMA;ACT
1737;BRONCHO VAXOM NIÑOS;;Polvo Oral;POLVO;Sobre X 240 mg;100;20/03/2019 12:00:00 a.m.;BE00592;OM PHARMA;ACT
1744;BRONCO AMOXIDIN;250 mg + 150 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 105 mL;1;26/10/2012 12:00:00 a.m.;N16523;MEDIFARMA;ACT
1745;BRONCO AMOXIDIN;125 mg + 150 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 105 mL;1;23/04/2012 12:00:00 a.m.;N23442;MEDIFARMA;ACT
1746;BRONCO AMOXIDIN;500 mg + 150 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 105 mL;1;18/04/2012 12:00:00 a.m.;N23430;MEDIFARMA;ACT
1750;BRONCO DERINOX;250 mg + 4 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;19/05/2013 12:00:00 a.m.;N20661;FARMINDUSTRIA;ACT
1758;BRONCO MEDIMOX;250 mg + 4 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 105 mL;1;21/05/2011 12:00:00 a.m.;N19942;MEDIFARMA;ACT
1759;BRONCO MEDIMOX;500 mg + 4 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 105 mL;1;27/10/2021 12:00:00 a.m.;N22968;MEDIFARMA;ACT
